0.24667,0,0
0.49333,0,0
0.74,0,0
0.98667,0,0
1.2333,0,0
1.48,3.6015,0.86396
1.7267,0,0
1.9733,3.6015,0.86396
2.22,3.6015,0.86396
2.4667,3.6015,0.86396
2.7133,3.6015,0.86396
2.96,3.6015,0.86396
3.2067,3.6015,0.86396
3.4533,3.6015,0.86396
3.7,3.6015,0.86396
3.9467,3.7402,0.7564
4.1933,3.6015,0.86396
4.44,3.6015,0.86396
4.6867,3.6015,0.86396
4.9333,3.6015,0.86396
5.18,3.6015,0.86396
5.4267,3.6015,0.86396
5.6733,3.6015,0.86396
5.92,3.6015,0.86396
6.1667,3.6015,0.86396
6.4133,3.6015,0.86396
6.66,3.6015,0.86396
6.9067,3.6015,0.86396
7.1533,3.6015,0.86396
7.4,3.6015,0.86396
7.6467,3.6015,0.86396
7.8933,3.6015,0.86396
8.14,3.6015,0.86396
8.3867,3.6015,0.86396
8.6333,3.7402,0.7564
8.88,3.6015,0.86396
9.1267,3.6015,0.86396
9.3733,3.6015,0.86396
9.62,3.7402,0.7564
9.8667,3.6015,0.86396
10.113,3.7402,0.7564
10.36,3.6015,0.86396
10.607,3.6015,0.86396
10.853,3.6015,0.86396
11.1,3.7402,0.7564
11.347,3.7402,0.7564
11.593,3.6015,0.86396
11.84,3.6015,0.86396
12.087,3.7402,0.7564
12.333,3.7402,0.7564
12.58,3.7402,0.7564
12.827,3.7402,0.7564
13.073,3.7402,0.7564
13.32,3.7402,0.7564
13.567,3.6015,0.86396
13.813,3.7402,0.7564
14.06,3.7402,0.7564
14.307,3.7402,0.7564
14.553,3.7402,0.7564
14.8,3.7402,0.7564
15.047,3.7402,0.7564
15.293,3.6015,0.86396
15.54,3.7402,0.7564
15.787,3.7402,0.7564
16.033,3.6015,0.86396
16.28,3.7402,0.7564
16.527,3.7402,0.7564
16.773,3.7402,0.7564
17.02,3.6015,0.86396
17.267,3.7402,0.7564
17.513,3.7402,0.7564
17.76,3.6015,0.86396
18.007,3.6015,0.86396
18.253,3.6015,0.86396
18.5,3.6015,0.86396
18.747,3.6019,0.85948
18.993,3.5795,0.87687
19.24,3.5683,0.88555
19.487,3.6015,0.86396
19.733,3.7402,0.7564
19.98,3.6015,0.86396
20.227,3.6015,0.86396
20.473,3.6015,0.86396
20.72,3.6015,0.86396
20.967,3.6015,0.86396
21.213,3.6015,0.86396
21.46,3.6015,0.86396
21.707,3.6015,0.86396
21.953,3.7402,0.7564
22.2,3.7402,0.7564
22.447,3.7402,0.7564
22.693,3.7402,0.7564
22.94,3.7402,0.7564
23.187,3.7402,0.7564
23.433,3.6015,0.86396
23.68,3.5376,0.87392
23.927,3.8433,1.0444
24.173,3.8433,1.0444
24.42,3.8433,1.0444
24.667,3.8433,1.0444
24.913,3.8433,1.0444
25.16,3.6971,1.1558
25.407,4.0171,1.2537
25.653,4.2049,1.2178
25.9,4.0171,1.2537
26.147,4.0171,1.2537
26.393,3.8433,1.0444
26.64,3.8433,1.0444
26.887,3.8433,1.0444
27.133,3.8433,1.0444
27.38,4.3223,1.5099
27.627,4.3223,1.5099
27.873,4.3223,1.5099
28.12,4.352,1.5524
28.367,4.6105,1.7519
28.613,4.6105,1.7519
