0.24667,4.2,2.4
0.49333,4.2,2.4
0.74,4.2,2.4
0.98667,4.2,2.4
1.2333,4.2,2.4
1.48,4.2,2.4
1.7267,4.2,2.4
1.9733,4.2,2.4
2.22,4.2,2.4
2.4667,4.2,2.4
2.7133,3.7402,0.7564
2.96,3.6016,0.864
3.2067,3.6016,0.864
3.4533,3.6016,0.864
3.7,3.6016,0.864
3.9467,3.6019,0.8595
4.1933,3.6016,0.864
4.44,3.6016,0.864
4.6867,3.6016,0.864
4.9333,3.6016,0.864
5.18,3.6019,0.8595
5.4267,3.6016,0.864
5.6733,3.6019,0.8595
5.92,3.6016,0.864
6.1667,3.6016,0.864
6.4133,3.6016,0.864
6.66,3.6016,0.864
6.9067,3.6016,0.864
7.1533,3.6016,0.864
7.4,3.6016,0.864
7.6467,3.7402,0.7564
7.8933,3.6016,0.864
8.14,3.6019,0.8595
8.3867,3.6016,0.864
8.6333,3.7402,0.7564
8.88,3.7402,0.7564
9.1267,3.7402,0.7564
9.3733,3.7402,0.7564
9.62,3.7402,0.7564
9.8667,3.6016,0.864
10.113,3.7402,0.7564
10.36,3.7371,0.7545
10.607,3.7032,0.7809
10.853,3.7145,0.7721
11.1,3.7145,0.7721
11.347,3.7402,0.7564
11.593,3.7402,0.7564
11.84,3.7402,0.7564
12.087,3.7371,0.7545
12.333,3.6016,0.864
12.58,3.7402,0.7564
12.827,3.7402,0.7564
13.073,3.7402,0.7564
13.32,3.7402,0.7564
13.567,3.7402,0.7564
13.813,3.7402,0.7564
14.06,3.7371,0.7545
14.307,3.7402,0.7564
14.553,3.6016,0.864
14.8,3.7402,0.7564
15.047,3.7402,0.7564
15.293,3.7371,0.7545
15.54,3.7402,0.7564
15.787,3.7402,0.7564
16.033,3.7371,0.7545
16.28,3.7402,0.7564
16.527,3.7402,0.7564
16.773,3.7371,0.7545
17.02,3.7402,0.7564
17.267,3.7402,0.7564
17.513,3.7371,0.7545
17.76,3.7402,0.7564
18.007,3.7371,0.7545
18.253,3.7402,0.7564
18.5,3.7371,0.7545
18.747,3.7371,0.7545
18.993,3.7371,0.7545
19.24,3.7371,0.7545
19.487,3.7371,0.7545
19.733,3.7371,0.7545
19.98,3.6016,0.864
20.227,3.6016,0.864
20.473,3.6016,0.864
20.72,3.6016,0.864
20.967,3.6016,0.864
21.213,3.6016,0.864
21.46,3.6016,0.864
21.707,3.6016,0.864
21.953,3.6019,0.8595
22.2,3.6019,0.8595
22.447,3.6019,0.8595
22.693,3.7402,0.7564
22.94,3.7402,0.7564
23.187,3.7402,0.7564
23.433,3.6016,0.864
23.68,3.8433,1.0444
23.927,3.8433,1.0444
24.173,3.8433,1.0444
24.42,3.8433,1.0444
24.667,3.8433,1.0444
24.913,3.8433,1.0444
25.16,3.6971,1.1558
25.407,3.6971,1.1558
25.653,3.6971,1.1558
25.9,3.8433,1.0444
26.147,3.8433,1.0444
26.393,3.8433,1.0444
26.64,3.8433,1.0444
26.887,3.8433,1.0444
27.133,3.8433,1.0444
27.38,4.0171,1.2537
27.627,4.3223,1.5099
27.873,4.3223,1.5099
28.12,4.3223,1.5099
28.367,4.6105,1.7519
28.613,4.6105,1.7519
28.86,4.6105,1.7519
29.107,4.6105,1.7519
29.353,4.6105,1.7519
29.6,4.6105,1.7519
29.847,4.6105,1.7519
30.093,4.6105,1.7519
30.34,4.6105,1.7519
30.587,4.4725,1.8506
30.833,4.7478,2.0761
31.08,4.7478,2.0761
31.327,4.7478,2.0761
31.573,4.7478,2.0761
31.82,4.7478,2.0761
32.067,5.8435,2.7872
32.313,5.8514,2.8019
32.56,5.5874,2.664
32.807,5.8435,2.7872
33.053,5.5874,2.664
33.3,5.1763,2.4508
33.547,4.8892,2.4045
33.793,5.0427,2.541
34.04,4.8892,2.4045
34.287,5.9939,3.3681
34.533,5.9939,3.3681
34.78,5.8849,3.1986
35.027,6.3018,3.631
35.273,5.8849,3.1986
35.52,6.3018,3.631
35.767,6.4625,3.8084
36.013,6.5098,3.816
36.26,6.6569,3.9747
36.507,6.8108,4.1408
36.753,6.9721,4.3148
37,7.1661,4.4833
37.247,7.4147,4.7361
37.493,7.6059,4.9409
37.74,7.835,5.142
37.987,8.0484,5.3693
38.233,8.3619,5.6876
38.48,8.6367,5.9313
38.727,8.8962,6.2059
38.973,9.1719,6.4976
39.22,9.6151,6.8948
39.467,9.9372,7.2331
39.713,10.282,7.595
39.96,10.692,7.9667
40.207,11.246,8.5244
40.453,11.688,8.9858
40.7,12.216,9.4687
40.947,12.739,10.011
41.193,13.585,10.79
41.44,14.233,11.457
41.687,14.947,12.192
41.933,15.805,12.99
42.18,6.2619,3.9792
42.427,6.2681,3.9606
42.673,6.1939,3.926
42.92,6.1209,3.8919
43.167,6.0703,3.8455
43.413,5.9712,3.7549
43.66,5.9022,3.7231
43.907,5.8546,3.6794
44.153,5.8077,3.6362
44.4,5.7415,3.6062
44.647,5.6961,3.5642
44.893,5.6317,3.5351
45.14,5.5878,3.4942
45.387,5.5016,3.4142
45.633,5.4405,3.387
45.88,5.3991,3.3483
46.127,5.3582,3.3101
46.373,5.2994,3.2842
46.62,5.2597,3.247
46.867,5.2205,3.2102
47.113,5.1259,3.1498
47.36,5.0884,3.1144
47.607,5.0514,3.0794
47.853,4.9974,3.0564
48.1,6.0399,3.7904
48.347,6.0413,3.7871
48.593,5.9107,3.8691
48.84,5.209,3.3606
49.087,5.7827,3.947
49.333,5.7919,3.939
49.58,5.528,3.8094
49.827,5.7827,3.947
50.073,5.7919,3.939
50.32,5.7981,4.0105
50.567,5.7774,4.023
50.813,5.8045,4.0828
51.06,5.6558,4.0243
51.307,5.6483,4.0264
51.553,5.6279,4.0388
51.8,5.6076,4.0512
52.047,5.6558,4.0243
52.293,5.5221,3.8932
52.54,5.5127,3.8902
52.787,5.5127,3.8902
53.033,5.4688,3.8461
53.28,5.4688,3.8461
53.527,5.6558,4.0243
53.773,5.6558,4.0243
54.02,5.6483,4.0264
54.267,5.6558,4.0243
54.513,5.6483,4.0264
54.76,5.6483,4.0264
55.007,5.6483,4.0264
55.253,5.6558,4.0243
55.5,5.6483,4.0264
55.747,5.6483,4.0264
55.993,5.6558,4.0243
56.24,5.6483,4.0264
56.487,5.6483,4.0264
56.733,5.6483,4.0264
56.98,5.6483,4.0264
57.227,5.6483,4.0264
57.473,5.6483,4.0264
57.72,5.6483,4.0264
57.967,5.6483,4.0264
58.213,5.6483,4.0264
58.46,5.6558,4.0243
58.707,5.6483,4.0264
58.953,5.6483,4.0264
59.2,5.6483,4.0264
59.447,5.6483,4.0264
59.693,5.6483,4.0264
59.94,5.6483,4.0264
60.187,5.6483,4.0264
60.433,5.6483,4.0264
60.68,5.6558,4.0243
60.927,5.6483,4.0264
61.173,5.6558,4.0243
61.42,5.6483,4.0264
61.667,5.6483,4.0264
61.913,5.6483,4.0264
62.16,5.6483,4.0264
62.407,5.6483,4.0264
62.653,5.6483,4.0264
62.9,5.6558,4.0243
63.147,5.6558,4.0243
63.393,5.6483,4.0264
63.64,5.6558,4.0243
63.887,5.6558,4.0243
64.133,5.6483,4.0264
64.38,5.6483,4.0264
64.627,5.6483,4.0264
64.873,5.6483,4.0264
65.12,5.126,4.1373
65.367,5.126,4.1373
65.613,5.1208,4.1318
65.86,4.9964,4.2172
66.107,4.9964,4.2172
66.353,4.9862,4.2148
66.6,4.9289,4.2502
66.847,4.8908,4.2736
67.093,4.8339,4.3087
67.34,4.7582,4.286
67.587,4.7208,4.3091
67.833,4.6835,4.3322
68.08,4.6278,4.3667
68.327,4.6098,4.9406
68.573,4.6775,5.0809
68.82,4.6775,5.0809
69.067,4.5559,5.1528
69.313,4.5817,5.1986
69.56,4.5559,5.1528
69.807,4.3516,5.0951
70.053,4.3516,5.0951
70.3,4.316,5.2948
70.547,4.0982,5.2468
70.793,4.1976,5.3649
71.04,4.0803,5.4344
71.287,3.9733,5.3216
71.533,3.9789,5.3299
71.78,3.8495,5.3957
72.027,4.8588,7.0482
72.273,3.7269,5.4691
72.52,3.7342,5.6393
72.767,3.7269,5.4691
73.013,3.9355,6.0025
73.26,3.6208,5.7064
73.507,3.6208,5.7064
73.753,3.485,5.6139
74,3.5084,5.7729
