0.3225,2.9695,1.4017,2.9695,1.4017
0.645,5.1768,1.3471,1.4225,3.6305
0.9675,5.1429,1.4017,0.97043,2.6444
1.29,5.1768,1.3471,0.97043,2.6444
1.6125,5.1768,1.3471,1.1943,3.0626
1.935,5.1768,1.3471,1.1943,3.0626
2.2575,5.1768,1.3471,1.3054,3.2851
2.58,5.1768,1.3471,1.4225,3.6305
2.9025,5.1768,1.3471,1.3054,3.2851
3.225,5.1768,1.3471,1.3008,3.2896
3.5475,5.1768,1.3471,1.5356,3.5478
3.87,5.1768,1.3471,1.5356,3.5478
4.1925,5.1429,1.4017,1.5356,3.5478
4.515,5.0331,1.4499,1.5356,3.5478
4.8375,5.0331,1.4499,1.5356,3.5478
5.16,5.1429,1.4017,1.5356,3.5478
5.4825,5.0331,1.4499,1.5356,3.5478
5.805,5.0331,1.4499,1.4225,3.6305
6.1275,5.0331,1.4499,1.3054,3.2851
6.45,5.1429,1.4017,1.3054,3.2851
6.7725,5.1768,1.3471,1.4225,3.6305
7.095,5.1768,1.3471,1.4225,3.6305
7.4175,5.0331,1.4499,1.3054,3.2851
7.74,5.1768,1.3471,1.3054,3.2851
8.0625,5.1768,1.3471,1.3054,3.2851
8.385,5.1768,1.3471,1.4225,3.6305
8.7075,5.1768,1.3471,1.4225,3.6305
9.03,5.1768,1.3471,1.4225,3.6305
9.3525,5.1768,1.3471,1.4225,3.6305
9.675,5.1768,1.3471,1.5356,3.5478
9.9975,5.1768,1.3471,1.5485,3.5619
10.32,5.1768,1.3471,1.5356,3.5478
10.643,5.4398,1.5921,1.4225,3.6305
10.965,5.1429,1.4017,1.4225,3.6305
11.287,5.1429,1.4017,1.3054,3.2851
11.61,5.4398,1.5921,1.3008,3.2896
11.932,5.4398,1.5921,1.5356,3.5478
12.255,5.1768,1.3471,1.422,3.1978
12.578,5.1768,1.3471,1.422,3.1978
12.9,5.1768,1.3471,1.5356,3.5478
13.222,5.1768,1.3471,1.5356,3.5478
13.545,5.4398,1.5921,1.5356,3.5478
13.867,5.1768,1.3471,1.5306,3.483
14.19,5.1768,1.3471,1.5356,3.5478
14.513,5.1768,1.3471,1.5306,3.483
14.835,5.1768,1.3471,1.5356,3.5478
15.157,5.4398,1.5921,1.5356,3.5478
15.48,5.1429,1.4017,1.5356,3.5478
15.803,5.4398,1.5921,1.5356,3.5478
16.125,5.1768,1.3471,1.5356,3.5478
16.448,5.1768,1.3471,1.5356,3.5478
16.77,5.1768,1.3471,1.422,3.1978
17.093,5.1768,1.3471,1.5356,3.5478
17.415,5.4398,1.5921,1.422,3.1978
17.738,5.1429,1.4017,1.5356,3.5478
