0.24667,1.5433,3.6494
0.49333,1.5433,3.6494
0.74,1.5433,3.6494
0.98667,1.5433,3.6494
1.2333,1.5433,3.6494
1.48,1.5433,3.6494
1.7267,1.5433,3.6494
1.9733,1.5433,3.6494
2.22,1.5433,3.6494
2.4667,1.5433,3.6494
2.7133,1.5397,3.6023
2.96,1.5433,3.6494
3.2067,1.5397,3.6023
3.4533,1.5433,3.6494
3.7,1.5433,3.6494
3.9467,1.5397,3.6023
4.1933,1.5433,3.6494
4.44,1.5433,3.6494
4.6867,1.5397,3.6023
4.9333,1.5433,3.6494
5.18,1.5433,3.6494
5.4267,1.5433,3.6494
5.6733,1.5433,3.6494
5.92,1.5433,3.6494
6.1667,1.5433,3.6494
6.4133,1.5433,3.6494
6.66,1.5433,3.6494
6.9067,1.5433,3.6494
7.1533,1.5433,3.6494
7.4,1.5433,3.6494
7.6467,1.5433,3.6494
7.8933,1.5433,3.6494
8.14,1.5433,3.6494
8.3867,1.5433,3.6494
8.6333,1.5433,3.6494
8.88,1.5433,3.6494
9.1267,1.5433,3.6494
9.3733,1.5433,3.6494
9.62,1.5397,3.6023
9.8667,1.5433,3.6494
10.113,1.5433,3.6494
10.36,1.5433,3.6494
10.607,1.5433,3.6494
10.853,1.5433,3.6494
11.1,1.5433,3.6494
11.347,1.5433,3.6494
11.593,1.5433,3.6494
11.84,1.5433,3.6494
12.087,1.5433,3.6494
12.333,1.5433,3.6494
12.58,1.5433,3.6494
12.827,1.4465,3.3534
13.073,1.5433,3.6494
13.32,1.5433,3.6494
13.567,1.5433,3.6494
13.813,1.5433,3.6494
14.06,1.5433,3.6494
14.307,1.5433,3.6494
14.553,1.5433,3.6494
14.8,1.5433,3.6494
15.047,1.5433,3.6494
15.293,1.5433,3.6494
15.54,1.5433,3.6494
15.787,1.5433,3.6494
16.033,1.4465,3.3534
16.28,1.6631,3.8198
16.527,1.4465,3.3534
16.773,1.4465,3.3534
17.02,1.5472,3.2787
17.267,1.5472,3.2787
17.513,1.5472,3.2787
17.76,1.7402,3.5063
